sampled_at_utc,study_generated_at_utc,condition_id,token_id,question,band_eligible,pot_usd_per_day,estimated_reward_share,gross_reward_usd_per_day,competitor_score_bid,competitor_score_ask,mid_price
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0xf599231d9325e07e0444e7aa14df408a0dd1477ce2a9254911159cd36a450a0d,7234064092234993630656185805299459226646373578997028854790713372470513833091,Will the highest temperature in Singapore be 34°C on August 21?,True,26.0,0.00569,0.148,218.4,239.4,0.21
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0x5801ce623a1d2dcb20bec5708fd9f881326aaf1ff82af22248aceccc7bf29708,22259676472245304836987936468688287000552053407103691651974610166463919922548,"Skin cancer vaccine BLA submitted by June 30, 2027?",True,200.0,0.00054,0.1075,7411.1,23241.9,0.865
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0xcf4aaa65cf548f0bf28ec33b9a3e99dc2a9282047c8baad6cef9fb1ca9d35519,12119603566787603441206924665842875721619466546883933923933735870690293451213,"Will Elon Musk post 200-219 tweets from August 14 to August 21, 2026?",True,30.0,0.00365,0.1095,853.0,1365.4,0.2585
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0x704e4ea883b17433c66119bde289259b3c7d3668a0101df9c66fda9350f17fd2,12689182484229854877669526860350721774940981883026493278950506200273140206090,Will Oura's market cap be between $7.5B and $10B at market close on IPO day?,False,30.0,0.00333,0.0999,7946.5,935.8,0.055
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0x95b9b8ee4ff31e9e2afd03185fdf563a08838a14f1eb40dbee242f4efee38a79,52075661449210161679553911955906709663777764309544840437136545897644551846656,Will the highest temperature in Taipei be 33°C on August 21?,True,30.0,0.0028,0.0841,444.8,693.7,0.255
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0x490b4abcc5b23958f5515716fbab843574f9cffef4bc52eac3a3939809757b46,51360528208563810292617548915637013520775537929179951806395074353974983084730,Jack Lowden announced as next James Bond?,True,164.0,0.00053,0.0869,6730.4,5895.7,0.2335
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0x5c79dfde05559b79a9cb9f7c4187e4d49632dd042572ae676952f812732591cc,83783489454659420807679723574840032660002326710045123865554753994450797728825,Strait of Hormuz traffic returns to normal by December 31?,True,300.0,0.00252,0.7554,44566.1,77570.3,0.345
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0x8062cf78d93f9202f4c0a1018d141f4af35d486a368f07e65265f27d48b4e040,35480485928147694422522317298160081194603766865102488154902775756915955129166,"Will Anthropic IPO by October 31, 2026?",True,100.0,0.0007,0.0702,8700.6,4446.8,0.735
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0x420c29cfe95850eb2351fdef6ae4ff063b2a574aa947d0fe82e7433fd58946f2,85537695086136451841213091961585038790379342143882045014518113758321124798550,"US announces end of Iranian blockade by September 7, 2026?",False,200.0,0.00035,0.0697,56149.9,35831.2,0.085
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0x47ec761ae98d7c28b20c0222f1507e3af0f198a904f86b4a264b2e987f0b80c7,3995405418988860809616760430893135352799035734473152509556306061162112667429,"US announces end of Iranian blockade by August 31, 2026?",False,400.0,0.00016,0.0657,287844.4,76130.6,0.045
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0xfa52f5817ea613138cbd376abf4adf5d128dcee82c7b04751409577b70cb15bc,90637634602465887787679268906394947498675150453246427560023668237516913996412,Will the total domestic gross for Spider-Man: Brand New Day be at least 900m by August 31?,True,25.0,0.00257,0.0642,171.6,1213.1,0.4175
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0x1c4c6a698f0591ddf0c96e1beb56f8c75112ef849331bf3b0388f14830a7421d,34732988886981510167874389845708832808627284379840131351229635795767825787404,Israel x Iran ceasefire continues through December 31?,True,100.0,0.00252,0.2516,6045.8,19820.5,0.665
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0x3849e1d62e0807801913d3e2427e8caf3cc6dd1c8ef42d8d5c08c6f9c449dc5e,56615676606297588259337956203332341775475048285080710344367729433788967812170,"Will OpenAI not IPO by December 31, 2026?",True,88.0,0.00245,0.216,16223.6,10161.0,0.785
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0xc1556ecbe613e403dfb9e38bf1b25a8aee2aa1687f2b343bc896dd2c9763ed74,10451124928493844849355057703558222404087423201197729105477623039880661055484,Israel x Iran ceasefire continues through August 31?,False,200.0,0.00028,0.0569,43924.2,50591.3,0.955
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0x137cf69002f2f24c6cbc7572321db1f6fd995f53d2457fda7e52f7fd82446794,36883966188402112469990905672991660623877201475532264419725150949897779581736,US ceasefire against Iran continues through August 31?,True,1000.0,6e-05,0.0565,22367.4,221400.1,0.865
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0xcd9079a837d72a0eafde1dc692c819940bd030a295ddc67f27590e98df33878c,5704535028627813610807450987863678382834984459808017027367262166853701331994,"US announces end of Iranian blockade by September 14, 2026?",True,200.0,0.00024,0.0487,51281.5,8402.8,0.13
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0x9cb23d04b2ded06147482076688b69b487a8d982c63ebdda2ab3678cf27cf390,35198549486569600595408965368290795524428922595732253580266052028158040373233,Clarity Act (H.R.3633) signed into law in 2026?,True,100.0,0.00047,0.0474,26380.2,36918.4,0.235
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0x15d2e66dcf1d63c5695d6d0e9e2f8e06dd246d00fd5dfc254f2b22baa33bfa1b,79397895660526576528066965797785113521241099187839967306891454236823723226031,Mitch McConnell steps down from Senate before his term ends?,True,100.0,0.00044,0.0441,28339.6,7726.9,0.17
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0x7a833b2745bc6911db3ef244e37287c9ab1be1e63ee71266d2c79326cafbe285,75949079072300511635603600206567227738703160855900547778099294726738851616000,"US x Iran diplomatic meeting by December 31, 2026?",True,200.0,0.00023,0.0469,5326.1,8551.3,0.495
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0xfed2dd1e83691ca08b8bc08d2bed09cb19003730f2be47da6a467ee37df96fbb,106352973084247809978722887479381361784509565887960822996102387300658431649079,Mojtaba Khamenei seen in public by December 31?,True,100.0,0.00341,0.3413,59771.1,32847.9,0.235
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0x305c77ad59fa89533c15e415d8e6a57eb490215094cc9f937b963a19c5f66c44,61266035338126609097678341943704872420259083406996666017235624389844409717472,US ceasefire against Iran continues through August 25?,False,200.0,0.00019,0.0372,67169.1,97871.2,0.945
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0xc4ebab9f2830f6df67ab1b98615d5a9be8eebd106fd0f37e9a25e4a4edcc427c,10618696958805388450273982806566275602086720395274264354492776873006123003601,"Will no qualifying diplomatic US-Iran meeting occur by September 30, 2026?",True,380.0,0.00087,0.3313,34628.6,32231.6,0.7625
2026-08-20T10:47:46Z,2026-08-20T10:46:56Z,0x3de0f3d7d7efb40cde68e814d40a0b232832083653c8e78260eb999baa967de0,91347242536105459969213788769929618447748782724898414007495579710952664644740,US strike on Cuba by December 31?,True,100.0,0.00181,0.1807,32345.6,31080.0,0.17
